city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,500-999,Funded Startup,3,127,1.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,2,500-999,Funded Startup,2,26,1.0
city_114,0.926,Male,No relevent experience,Full time course,Masters,STEM,5,5000-9999,Public Sector,1,10,1.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,2,28,1.0
city_28,0.939,Male,No relevent experience,no_enrollment,High School,STEM,1,1000-4999,Pvt Ltd,1,83,1.0
city_11,0.55,Male,Has relevent experience,Full time course,Graduate,STEM,4,<10,Pvt Ltd,1,69,1.0
city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,6,500-999,Pvt Ltd,1,3,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,5,100-500,Pvt Ltd,>4,91,1.0
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,16,10/49,Pvt Ltd,1,46,1.0
city_114,0.926,Male,No relevent experience,Full time course,Masters,STEM,19,100-500,Pvt Ltd,>4,13,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,3,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,1,94,1.0
city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Funded Startup,1,70,1.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,1,65,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,65,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,57,1.0
city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,Humanities,<1,<10,NGO,1,18,1.0
city_101,0.5579999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1,11,1.0
city_21,0.624,Male,No relevent experience,no_enrollment,High School,STEM,7,<10,Pvt Ltd,never,46,1.0
city_90,0.698,Female,No relevent experience,Full time course,Graduate,STEM,2,10000+,Pvt Ltd,never,18,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,<10,Early Stage Startup,1,55,1.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10/49,Pvt Ltd,4,22,1.0
city_11,0.55,Male,No relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,1,156,1.0
city_103,0.92,Male,No relevent experience,Full time course,High School,Business Degree,4,1000-4999,Pvt Ltd,1,28,1.0
city_136,0.897,Male,No relevent experience,Full time course,Phd,STEM,14,10/49,Public Sector,1,12,1.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,100-500,Funded Startup,>4,125,1.0
city_70,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Funded Startup,1,47,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,2,55,1.0
city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,>4,4,1.0
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,1,12,1.0
city_11,0.55,Male,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Pvt Ltd,1,3,1.0
city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,1,46,1.0
city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Public Sector,>4,7,1.0
city_101,0.5579999999999999,Male,No relevent experience,Full time course,Graduate,Other,4,50-99,Pvt Ltd,1,43,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,48,1.0
city_84,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,24,1.0
city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,4,500-999,Pvt Ltd,1,155,1.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,18,<10,Pvt Ltd,1,12,1.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Early Stage Startup,1,202,1.0
city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,2,100-500,Funded Startup,never,15,1.0
city_21,0.624,Male,No relevent experience,no_enrollment,High School,STEM,7,50-99,Funded Startup,never,136,1.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Funded Startup,1,26,1.0
city_21,0.624,Male,No relevent experience,Full time course,High School,STEM,7,1000-4999,Pvt Ltd,never,88,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,304,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Funded Startup,2,83,1.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Early Stage Startup,2,3,1.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,5,50-99,Funded Startup,never,34,1.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,5,50-99,Funded Startup,never,111,1.0
city_90,0.698,Male,No relevent experience,Full time course,Graduate,STEM,<1,50-99,Pvt Ltd,never,82,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,284,1.0
city_94,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,>4,24,1.0
city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,8,10000+,Pvt Ltd,1,6,1.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,Humanities,>20,100-500,Pvt Ltd,1,8,1.0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,2,1.0
city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,8,100-500,Pvt Ltd,1,9,1.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,1,10000+,Pvt Ltd,never,22,1.0
city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,1,34,1.0
city_145,0.555,Male,No relevent experience,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,never,25,1.0
city_149,0.6890000000000001,Male,No relevent experience,Full time course,Primary School,STEM,4,100-500,Pvt Ltd,1,42,1.0
city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,5,100-500,Pvt Ltd,never,24,1.0
city_90,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,60,1.0
city_100,0.887,Male,No relevent experience,no_enrollment,High School,STEM,4,100-500,Pvt Ltd,1,72,1.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,5000-9999,Public Sector,1,31,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Public Sector,>4,28,1.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,500-999,Public Sector,never,82,1.0
city_73,0.754,Male,Has relevent experience,Full time course,High School,STEM,7,100-500,Pvt Ltd,1,76,1.0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,1,77,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,>4,29,1.0
city_128,0.527,Male,No relevent experience,Full time course,High School,Business Degree,4,10000+,Pvt Ltd,never,56,1.0
city_101,0.5579999999999999,Male,No relevent experience,Part time course,Graduate,STEM,2,10/49,Pvt Ltd,never,71,1.0
city_106,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,8,<10,Pvt Ltd,1,23,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,19,1.0
city_162,0.767,Male,Has relevent experience,Full time course,Graduate,STEM,3,<10,Funded Startup,2,71,1.0
city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,NGO,2,17,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,1,23,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,50,1.0
city_73,0.754,Male,Has relevent experience,Full time course,Graduate,STEM,10,50-99,Other,2,31,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,3,9,1.0
city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,<1,500-999,Pvt Ltd,2,26,1.0
city_44,0.725,Male,No relevent experience,Full time course,Graduate,Other,7,50-99,Funded Startup,never,112,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Funded Startup,2,46,1.0
city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,28,1.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,>4,47,1.0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,10,10/49,NGO,>4,6,1.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,No Major,3,10/49,NGO,1,33,1.0
city_152,0.698,Male,No relevent experience,Full time course,Graduate,STEM,3,10/49,NGO,1,55,1.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,7,10000+,Pvt Ltd,never,44,1.0
city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,>4,88,1.0
city_50,0.8959999999999999,Male,No relevent experience,Full time course,High School,STEM,2,500-999,Pvt Ltd,1,20,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,5000-9999,Pvt Ltd,2,74,1.0
city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,2,7,1.0
city_145,0.555,Female,Has relevent experience,no_enrollment,High School,STEM,3,50-99,Pvt Ltd,2,5,1.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,1000-4999,Pvt Ltd,2,4,1.0
city_103,0.92,Male,No relevent experience,Part time course,High School,STEM,3,1000-4999,Pvt Ltd,1,24,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,1000-4999,Pvt Ltd,1,2,1.0
city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3,1000-4999,Early Stage Startup,>4,132,1.0
city_11,0.55,Male,No relevent experience,Full time course,Graduate,STEM,3,<10,Pvt Ltd,never,14,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Other,1,<10,Pvt Ltd,3,24,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,3,27,1.0
city_101,0.5579999999999999,Male,No relevent experience,no_enrollment,Primary School,STEM,4,50-99,Early Stage Startup,1,40,1.0
city_67,0.855,Male,No relevent experience,Full time course,High School,STEM,7,50-99,Funded Startup,1,55,1.0
city_91,0.691,Male,Has relevent experience,Full time course,Graduate,STEM,4,5000-9999,NGO,1,34,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,5000-9999,Pvt Ltd,2,81,1.0
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,1,62,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Public Sector,never,100,1.0
city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,9,1000-4999,Public Sector,never,75,1.0
city_165,0.903,Male,Has relevent experience,no_enrollment,Phd,STEM,4,5000-9999,Public Sector,2,21,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,44,1.0
city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,>4,74,1.0
city_73,0.754,Male,Has relevent experience,Full time course,Graduate,STEM,4,100-500,Pvt Ltd,never,7,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,1000-4999,Pvt Ltd,2,258,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,2,47,1.0
city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Public Sector,1,6,1.0
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Public Sector,1,55,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Public Sector,2,107,1.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,never,4,1.0
city_155,0.556,Male,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,50,1.0
city_19,0.682,Male,No relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1,34,1.0
city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,1,10/49,Pvt Ltd,1,23,1.0
city_70,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,1000-4999,Other,1,140,1.0
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,Arts,3,50-99,Pvt Ltd,3,28,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10/49,Early Stage Startup,1,2,1.0
city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,1,10000+,Pvt Ltd,1,11,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Funded Startup,1,59,1.0
city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,1,60,1.0
city_138,0.836,Male,No relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,1,12,1.0
city_100,0.887,Male,No relevent experience,no_enrollment,Masters,STEM,8,10/49,Pvt Ltd,2,88,1.0
city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Funded Startup,2,71,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,102,1.0
city_143,0.74,Male,No relevent experience,Full time course,Graduate,STEM,2,10000+,Pvt Ltd,never,141,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,10000+,Pvt Ltd,1,167,1.0
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,78,1.0
city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,1,28,1.0
city_90,0.698,Male,Has relevent experience,Full time course,Masters,STEM,9,100-500,Pvt Ltd,3,30,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,2,29,1.0
city_160,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,5,1000-4999,Pvt Ltd,4,41,1.0
city_93,0.865,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Early Stage Startup,4,7,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,never,216,1.0
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,<10,Pvt Ltd,1,41,1.0
city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,1,28,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,13,<10,Pvt Ltd,4,30,1.0
city_33,0.4479999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,10,50-99,NGO,>4,48,1.0
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,39,1.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,30,1.0
city_21,0.624,Other,No relevent experience,Full time course,Graduate,STEM,4,100-500,Pvt Ltd,never,37,1.0
city_99,0.915,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,Public Sector,1,48,1.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Public Sector,>4,14,1.0
city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,Humanities,4,50-99,Public Sector,2,76,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,12,1000-4999,Pvt Ltd,>4,36,1.0
city_45,0.89,Male,No relevent experience,Full time course,High School,STEM,4,10/49,Pvt Ltd,never,326,1.0
city_101,0.5579999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,1,100,1.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,79,1.0
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,Business Degree,14,<10,Pvt Ltd,1,9,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,10000+,Pvt Ltd,1,22,1.0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,1,43,1.0
city_114,0.926,Male,Has relevent experience,Full time course,High School,STEM,10,100-500,Other,never,40,1.0
city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,1,26,1.0
city_21,0.624,Male,No relevent experience,Full time course,Masters,Other,1,50-99,Pvt Ltd,never,20,1.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,2,314,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,33,1.0
city_83,0.923,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,56,1.0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,<10,NGO,1,72,1.0
city_142,0.727,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,3,94,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,2,97,1.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,5,1000-4999,Pvt Ltd,>4,14,1.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,10,100-500,Pvt Ltd,never,56,1.0
city_115,0.789,Female,No relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,75,1.0
city_21,0.624,Female,No relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,43,1.0
city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,5000-9999,Early Stage Startup,never,48,1.0
city_74,0.579,Male,No relevent experience,Part time course,High School,STEM,3,5000-9999,Public Sector,1,21,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,5000-9999,Public Sector,1,50,1.0
city_123,0.738,Male,No relevent experience,Full time course,Graduate,STEM,4,500-999,Pvt Ltd,1,9,1.0
city_158,0.7659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,>4,97,1.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,<1,50-99,Pvt Ltd,2,36,1.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,83,1.0
city_123,0.738,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,2,29,1.0
city_103,0.92,Male,No relevent experience,no_enrollment,High School,STEM,5,50-99,Pvt Ltd,1,140,1.0
city_102,0.804,Male,No relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,136,1.0
city_114,0.926,Male,No relevent experience,Full time course,High School,STEM,3,5000-9999,Pvt Ltd,1,63,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,110,1.0
city_114,0.926,Male,No relevent experience,Full time course,High School,STEM,3,100-500,Pvt Ltd,2,122,1.0
city_100,0.887,Male,No relevent experience,no_enrollment,High School,STEM,6,100-500,Pvt Ltd,1,4,1.0
city_21,0.624,Other,Has relevent experience,Part time course,Graduate,STEM,<1,10/49,Pvt Ltd,1,200,1.0
city_100,0.887,Male,No relevent experience,Part time course,Graduate,STEM,>20,50-99,Pvt Ltd,2,12,1.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,never,56,1.0
city_76,0.698,Male,No relevent experience,Full time course,Graduate,STEM,4,100-500,Pvt Ltd,1,156,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Funded Startup,never,4,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Funded Startup,1,12,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,18,50-99,Pvt Ltd,1,92,1.0
city_143,0.74,Male,No relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,4,46,1.0
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,138,1.0
city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Funded Startup,1,62,1.0
city_98,0.949,Male,Has relevent experience,no_enrollment,High School,STEM,15,10/49,Pvt Ltd,2,32,1.0
city_46,0.762,Male,Has relevent experience,no_enrollment,Masters,STEM,4,500-999,Pvt Ltd,3,34,1.0
city_160,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,2,500-999,Pvt Ltd,1,20,1.0
city_16,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,20,1.0
